,Source,Target,Weight
13910,nuvolari, Kilos,3
13911,nuvolari, Maaz,28
13912,nuvolari, Cantide,2
13913,nuvolari, queery,5
13914,memand, SuperLag,4
13915,memand, dr_willis,17
13916,memand, Left_Turn,2
13917,memand, claudiu_,8
13918,memand, devnull_,3
13919,memand, devnull,2
13920,memand, dfafasdfasfd,3
13921,memand, undertaker,2
13922,memand, Sylphie,4
13923,memand, elisa87,29
13924,memand, yeehi,2
13925,memand, vasvas,3
13926,memand, arunkumar413,17
13927,memand, BroUnicorn,10
13928,memand, cfhowlett,6
13929,memand, vaskaloidis,5
13930,memand, elise001,2
13931,memand, Stark,3
13932,memand, misterswag,3
13933,memand, Ben64,4
13934,memand, florian,3
13935,memand, MerlynKorr,4
13936,memand, usr13,5
13937,memand, cristian_c,6
13938,memand, Shogoot,2
13939,memand, kunji,3
13940,memand, quinn_,15
13941,memand, craigbass1976,7
13942,memand, zerm,8
13943,memand, belgianguy,2
13944,memand, xinglenick,2
13945,memand, xangua,2
13946,SuperLag, memand,2
13947,marko90x, W,2
13948,sagitta007, somsip,3
13949,sagitta007, Somsip,2
13950,sagitta007, Fawnpug,11
13951,sagitta007_, Sir Fawnpug,3
13952,sagitta007_, Fawnpug,4
13953,sagitta007_, Dunitek,2
13954,sagitta007_, Bilo,2
13955,sagitta007_, somsip,2
13956,WXZ, Sir_Fawnpug,4
13957,WXZ, UmBsublime,3
13958,WXZ, jhutchins_wk,7
13959,WXZ, dr_willis,2
13960,WXZ, MonkeyDust,6
13961,WXZ, magn3ts,3
13962,WXZ, jhansonxi,2
13963,Sna4x8, somsip,2
13964,SuperMiguel, dr_willis,2
13965,SuperMiguel, ActionParsnip,2
13966,mail323, Hacym,2
13967,mail323, dr_willis,3
13968,barismetin, JC_Yang,2
13969,lauratika, raphzthename,2
13970,lauratika, ActionParsnip,4
13971,nullby7e, ActionParsnip,5
13972,nullby7e, dr_willis,2
13973,chenshaoju, abine,31
13974,chenshaoju, http,2
13975,chenshaoju, Guest67311,2
13976,chenshaoju, mosesofmason,4
13977,chenshaoju, jusss,3
13978,teolicy, dr_willis,2
13979,Kondor, Ikillcypjer,3
13980,iobug, somsip,2
13981,ServerSage, fantus,2
13982,ServerSage, rkhshm,2
13983,ServerSage, Nirvash,9
13984,ServerSage, Dexx1_,2
13985,ServerSage, wbf,2
13986,Hanmac_, fantus,2
13987,amanSharma, usr13,9
13988,KrisWood, Hanmac_,3
13989,meet, cfhowlett,3
13990,meet, usr13,3
13991,meet, davmor2,7
13992,meet, lhavelund,2
13993,meet, ActionParsnip,21
13994,meet, TomyLobo,3
13995,meet, directhex,4
13996,meet, popey,3
13997,meet, WeechWeb,17
13998,meet, ioria,11
13999,meet, ponzellus,4
14000,meet, daftykins,2
14001,meet, ali1234,5
14002,meet, Ben64,3
14003,meet, _raven,2
14004,meet, AridDecay,2
14005,meet, X-Sleepy-X,6
14006,Zeu5_, usr13,6
14007,meet_, usr13,3
14008,troybi, TomyLobo,2
14009,bono, Left_Turn,2
14010,bono, _alpha_,2
14011,bono, sauron-,3
14012,bono, Baribal,2
14013,bono, henk3494,2
14014,bono, ixio2,4
14015,tasslehoff, bekks,2
14016,claudiu_, memand,5
14017,claudiu_, Orpheon,4
14018,Fieldy, devnull_,4
14019,designbybeck, bouli,2
14020,designbybeck, _Rocky_,2
14021,designbybeck, Nishantsingh,2
14022,designbybeck, EagleScreen,4
14023,phill_, llutz,2
14024,tompa_, W,2
14025,tompa_, http,2
14026,tyler_d, kostkon,2
14027,tyler_d, orudie,2
14028,tyler_d, histo,3
14029,medfly, dr_willis,2
14030,medfly, SonikkuAmerica,7
14031,tonsofpcs, korfuri,3
14032,tonsofpcs, thetinyjesus,2
14033,tonsofpcs, alejandro_,8
14034,tonsofpcs, PhysicsBrain,3
14035,_Rocky_, designbybeck,2
14036,_Rocky_, blami,2
14037,_Rocky_, KaRmA,4
14038,_Rocky_, wasanzy,3
14039,_Rocky_, lapdis,2
14040,datruth, MonkeyDust,2
14041,datruth, ikonia,3
14042,datruth, Pici,3
14043,robertzaccour, alnhavir,6
14044,alnhavir, MonkeyDust,6
14045,alnhavir, robertzaccour,2
14046,alnhavir, usr13,5
14047,iseer, ActionParsnip,9
14048,iseer, gIneeRing,2
14049,Soelen, Third3ye,4
14050,Soelen, freakynl,5
14051,monk12, ActionParsnip,2
14052,gsant, jagosix,5
14053,xutwooh, pinkpelican,3
14054,melkor, gusteru,2
14055,melkor, CerealGuy,2
14056,melkor, tompa_,10
14057,melkor, ActionParsnip,2
14058,melkor, TheOnlyJoey,2
14059,melkor, glitch__,3
14060,melkor, yeahbuddy,2
14061,melkor, jhutchins_wk,2
14062,melkor, thalib,4
14063,melkor, ShinyObjects,6
14064,dkodi, Klaster,2
14065,kps, bekks,2
14066,TheOnlyJoey, melkor,2
14067,glitch__, melkor,2
14068,m477, ActionParsnip,19
14069,m477, jhutchins_wk,10
14070,m477, BlessJah,2
14071,woo, Travis-42,7
14072,woo, ActionParsnip,2
14073,woo, http,2
14074,Travis-42, woo,4
14075,Dexx1_, ServerSage,2
14076,Dexx1_, ActionParsnip,3
14077,chazword, jhutchins_wk,4
14078,wabash, ActionParsnip,5
14079,wabash, devnull_,3
14080,wabash, Riley88,4
14081,jonjo, ActionParsnip,5
14082,jonjo, riderplus,2
14083,ligerov1, usr13,2
14084,ligerov1, ActionParsnip,3
14085,riderplus, jonjo,2
14086,riderplus, ActionParsnip,2
14087,riderplus, dr_willis,5
14088,riderplus, http,2
14089,riderplus, z_Chanshark,4
14090,makuto, jrib,5
14091,baizon, Ronalds_M,7
14092,baizon, nantou,6
14093,baizon, cousteau,2
14094,baizon, xubuntu537,2
14095,baizon, xubuntu538,5
14096,baizon, nimo,3
14097,baizon, MoL0ToV,10
14098,baizon, xubuntu847,2
14099,baizon, xubuntu273,3
14100,baizon, gompa,2
14101,baizon, xubuntu421,6
14102,baizon, heraclitis,6
14103,baizon, xubuntu647,3
14104,jelmer, vila,11
14105,jelmer, paultag,11
14106,jelmer, Vila,2
14107,jelmer, Stavros,2
14108,jelmer, jdahlin,5
14109,rogpeppe1, fwereade,91
14110,rogpeppe1, TheMue,79
14111,rogpeppe1, jam,6
14112,rogpeppe1, Aram,3
14113,rogpeppe1, aram,2
14114,rogpeppe1, fwereade_,36
14115,rogpeppe1, dimitern,2
14116,rogpeppe1, wallyworld,3
14117,rogpeppe1, niemeyer,7
14118,rogpeppe1, davecheney,7
14119,rogpeppe1, mgz,12
14120,MCR1," didrocks, sil2100",4
14121,MCR1, sil2100,5
14122,MCR1, didrocks,6
14123,MCR1, mterry,2
14124,MCR1, mmrazik,3
14125,MCR1, Hi ,2
14126,MCR1, Connection Timeout,2
14127,MCR1, notgary,3
14128,MCR1, dholbach,2
14129,MCR1, xnox,3
14130,MCR1, ogra_,12
14131,MCR1, rperier,5
14132,MCR1, andyrock,6
14133,MCR1, Trevinho,9
14134,MCR1, JohnLea,49
14135,MCR1, luv,6
14136,MCR1, mitya57,2
14137,MCR1, smspillaz,5
14138,MCR1, Mirv,2
14139,MCR1, bschaefer,13
14140,MCR1, seb128,9
14141,MCR1, Squarism,5
14142,MCR1, duflu,3
14143,MCR1, bregma,3
14144,MCR1, ricotz,2
14145,ronnoc, Riddell,2
14146,ronnoc, https,2
14147,Darkwing, ronnoc,2
14148,Darkwing, apachelogger,2
14149,sheytan_, JontheEchidna,4
14150,fabo, Riddell,8
14151,fabo, wgrant,2
14152,fabo, xnox,5
14153,fabo, ikepanhc,13
14154,Peace-Flu, Wizard,2
14155,phanimahesh, dpm,4
14156,Osmodivs, Unit193,4
14157,rigved, ogra_,3
14158,rigved, Tassadar,6
14159,Rjs, ogra_,8
14160,Rjs, kulve,4
14161,Rjs, ok ,2
14162,Rjs, nils__,2
14163,felipealmeida, adiaswin,3
14164,rsser, Spiga,4
14165,j4b4, keys,4
14166,j4b4, http,4
14167,Guest44310, [Marcio_DNS],2
14168,TLoT, micahg,12
14169,TLoT, wgrant,2
14170,TLoT, balloons,2
14171,TLoT, friendy,4
14172,TLoT, kvothetech,5
14173,TLoT, Catbuntu,4
14174,hamo, adam8157,208
14175,hamo, gfrog,73
14176,hamo, iFvwm,6
14177,hamo, kk,5
14178,hamo, iGoogle,24
14179,hamo, imadper,62
14180,hamo, bluezd,70
14181,hamo, maplebeats,4
14182,hamo, ofan,23
14183,hamo, atheism,9
14184,hamo, roylez,26
14185,hamo, freeflying,19
14186,hamo, yunfan,44
14187,hamo, roylez_,15
14188,hamo, huntxu,9
14189,hamo, yandong,4
14190,hamo, palomino|working,2
14191,hamo, MeaCulpa,12
14192,hamo, archl,16
14193,hamo, imtxc,64
14194,hamo, yq,2
14195,hamo, topyli,7
14196,hamo, onlylove,17
14197,hamo, ^k^,2
14198,hamo, happyaron,20
14199,hamo, iMadper,2
14200,hamo, freeflyi1g,2
14201,hamo, gfrog_away,3
14202,hamo, Atavg2012,3
14203,hamo, mosesofmason,2
14204,hamo, cfy,5
14205,hamo, \rs,12
14206,hamo, unhappy,15
14207,hamo, favorinfo-Al,3
14208,hamo, Stifler|working,3
14209,hamo, cfy|unhappy,2
14210,hamo, madper_unhappy,3
14211,hamo, jusss|,3
14212,hamo, cfy|waiting,3
14213,hamo, trying,4
14214,hamo, imadper_unhappy,10
14215,hamo, abine,5
14216,hamo, imadper_working,2
14217,hamo, banban,16
14218,Tmacy_, freeayu__ ,9
14219,Insongr, freeayu__,2
14220,archl_, iGoogle,12
14221,archl_, yunfan,7
14222,archl_, gebjgd,2
14223,archl_, jusss,4
14224,archl_, cherrot,2
14225,archl_, gfrog,3
14226,archl_, onlylove,2
14227,tenzu, jusss,2
14228,tenzu, adam8157,14
14229,tenzu, roylez,7
14230,tenzu, gfrog,8
14231,tenzu, maplebeats,4
14232,tenzu, imtxc,2
14233,tenzu, archl,8
14234,tenzu, imadper,2
14235,tenzu, pity,4
14236,iGoo, iGoogle,3
14237,DaBao, gebjgd,3
14238,DaBao, yunfan,3
14239,DaBao, piggybox,2
14240,saxz, archl_,2
14241,irc_user, imadper,21
14242,irc_user, jusss,9
14243,irc_user, xiaoy,22
14244,irc_user, sou_,7
14245,irc_user, imtxc,3
14246,irc_user, panda-z,4
14247,irc_user, maplebeats,20
14248,irc_user, ofan,2
14249,irc_user, David-zwssd,3
14250,irc_user, archl,2
14251,Freebuilder, http,6
14252,banxi1988, nopcall,4
14253,houge, abine,7
14254,houge, mugebjgd,2
14255,houge, ibodi,3
14256,houge, chong,17
14257,houge, imadper,3
14258,houge, MeaCulpa,6
14259,houge, ofan,3
14260,houge, ndd,2
14261,houge, happyaron,4
14262,houge, imtxc,3
14263,cleamoon," maplebeats, https",2
14264,cleamoon," adam8157, http",2
14265,cleamoon, http,4
14266,hollman, https,2
14267,hollman, http,2
14268,sergiokof, http,2
14269,chilicuil, SergioMeneses,2
14270,chilicuil, ivedci89-eliricc,5
14271,chilicuil, RaDio,2
14272,chilicuil, clamaral,2
14273,chilicuil, nlsthzn,3
14274,chilicuil, Rhonda,2
14275,chilicuil, fedemass,3
14276,chilicuil, alejandro_,4
14277,chilicuil, chechodan,7
14278,chilicuil, bkerensa,2
14279,chilicuil, dholbach,5
14280,chilicuil, alpc360,2
14281,mvo, larsu,2
14282,mvo, seb128,5
14283,mvo, didrocks,4
14284,mvo, Laney,4
14285,mvo, xnox,4
14286,xclaesse," seb128, http",2
14287,gQuigs, jsalisbury,2
14288,sladen, alo21,2
14289,sladen, israeldahl,9
14290,sladen, wjtaylor_,2
14291,sladen, kirkland,3
14292,psusi, cjwatson,2
14293,psusi, bdmurray,2
14294,mefistofeles, userpov,2
14295,mefistofeles, julio,3
14296,Harpagornis, mimecar,3
14297,snowfake, http,2
14298,snowfake, n1ko,2
14299,plars, xnox,5
14300,plars, cking,4
14301,plars, ogra_,19
14302,plars, balloons,2
14303,plars, infinity,4
14304,plars, cjwatson,2
14305,plars, slangasek,4
14306,plars, roadmr_,2
14307,plars, ogasawara,2
14308,plars, lool,6
14309,plars, janimo,2
14310,Gwaihir, #link http,2
14311,warp10, (Gwaihir,2
14312,warp10, Gwaihir,13
14313,warp10, #link http,2
14314,warp10, BTW,2
14315,warp10, WebbyIT_,3
14316,warp10, xdatap1,13
14317,warp10, un_wilson,4
14318,warp10, peppe84,7
14319,warp10, WebbyIT,9
14320,warp10, l3on,20
14321,WebbyIT, warp10,3
14322,WebbyIT, xdatap1,3
14323,kimal73_, K99Brain,2
14324,jat_, jester,2
14325,vice2, glpiana http,4
14326,Akhilleus, http,27
14327,LoZio, filo1234,4
14328,LoZio, http,2
14329,LoZio, filo 1234,2
14330,LoZio, mibofra,2
14331,filo1234, LoZio,33
14332,filo1234, Akhilleus,2
14333,filo1234, mibofra,2
14334,filo1234, kimal73,3
14335,filo1234, Darien,4
14336,filo1234, Geckoz,5
14337,filo1234, fermicondensate,4
14338,filo1234, jester-,2
14339,dente34, sh,2
14340,Guest78239, E,2
14341,blaamann, IvarB,5
14342,blaamann, http,3
14343,blaamann, Solskogen,2
14344,blaamann, RoyK,4
14345,blaamann, winb,4
14346,blaamann, LaRock,9
14347,blaamann, Aeyoun,6
14348,blaamann, malin,14
14349,blaamann, Mathias,2
14350,G, hads,27
14351,G, lifeless,23
14352,G, ajmitch,2
14353,G, hosses,4
14354,jpds, extropy,2
14355,jpds, ichat,2
14356,jpds, Eagleman,3
14357,jpds, ajfd,5
14358,jpds, MonkeyDust,5
14359,jpds, miha,2
14360,jpds, lovre,2
14361,jpds, dyd,5
14362,jpds, MartijnVdS,2
14363,jpds, Azelphur,7
14364,jpds, knightwise,4
14365,jpds, penguin_,7
14366,jpds, keyproblem,2
14367,kichawa, http,5
14368,kichawa, shpaq,11
14369,kichawa, Wizard,2
14370,kichawa, jacekowski,3
14371,grek1, http,2
14372,grek1,  http,2
14373,marthinus, jacekowski,6
14374,marthinus, netsjanek,2
14375,marthinus, BlessJah,2
14376,marthinus, gjm,4
14377,fginther," sil2100, https",2
14378,mva, NoOova,2
14379,mva, skai-falkorr,3
14380,mva, [Raiden],5
14381,mva, Anton2d,4
14382,mva, http,2
14383,mva, baronos,3
14384,mva, Scrimmer,3
14385,mva, snql,2
14386,NoOova, http,2
14387,jlewka, http,4
14388,spixx, http,3
14389,K350, andol,15
14390,K350, hplc,26
14391,K350, einand,9
14392,K350, realubot,59
14393,K350, Barre,9
14394,K350, Markk,8
14395,K350, MarkusDBX,2
14396,delhage, http,2
14397,delhage, Barre,8
14398,delhage, Coffe,7
14399,delhage, einand,2
14400,propus, realubot,2
14401,eagles0513875_, Daviey,3
14402,eagles0513875_, ikonia,2
14403,TheBronx, http,3
14404,Sosyalizm, Sysinfo for 'Arch',2
14405,Sosyalizm, http,4
14406,sebo28, http,9
14407,sebo28, Sosyalizm,2
14408,sebo28, Sysinfo for 'bose',4
14409,sebo28, hanzala,2
14410,sebo28, slarikan,2
14411,sebo28, ekolojik,10
14412,sebo28, Mehmet_,2
14413,sebo28, genc,3
14414,Mehmet, http,2
14415,Mehmet, sebo28,2
14416,Mehmet, ElixirVitae,3
14417,Mehmet_, ElixirVitae,5
14418,Mehmet_, sebo28,4
14419,Mehmet_, http,2
14420,Knightwise, czajkowski,3
14421,Knightwise, popey,3
14422,blkperl, slangasek,21
14423,blkperl, bkerensa,6
14424,blkperl, dpkg-genchanges,2
14425,MutantTurkey, ChinnoDog,3
14426,MutantTurkey, InHisName,2
14427,MutantTurkey, waltman,13
14428,MutantTurkey, https,4
14429,MutantTurkey, http,2
14430,vubuntor610, http,4
14431,Mandalord, senorbusybox,3
14432,Mandalord, Nmap done,2
14433,hydruid, devnull_,7
14434,KyleYankan, usr13,5
14435,Orphis, devnull_,4
14436,Orphis, ActionParsnip,7
14437,thoonai, utf,28
14438,thoonai, ActionParsnip,22
14439,thoonai, kunji,18
14440,thoonai, lorddelta,3
14441,thoonai, Ben64,2
14442,kaushal, devnull_,2
14443,kaushal, ActionParsnip,3
14444,dcplaya, devnull_,5
14445,dfcnvt, ztgu,2
14446,jschall, devnull_,49
14447,aartist, dr_willis,6
14448,bsmith093, kdns,5
14449,bsmith093, PatrickDickey,2
14450,bsmith093, dr_willis,3
14451,rushboy, somsip,8
14452,pep0, http,2
14453,boriseto, pep0,2
14454,hexstatik, sudo,2
14455,hexstatik, action,2
14456,hexstatik, dr_willis,6
14457,hexstatik, ActionParsnip,4
14458,hexstatik, krzkrz,4
14459,hexstatik, talus46,2
14460,hexstatik, RollinV2,2
14461,Zenexer, fulcan,3
14462,rollitup, ActionParsnip,7
14463,hexstatik_, ActionParsnip,4
14464,kPb_in, somsip,2
14465,aranw, MonkeyDust,3
14466,savagecroc, llutz,12
14467,savagecroc, https,2
14468,savagecroc, escott,4
14469,savagecroc, ubuntu-tester,3
14470,savagecroc, dcherniv,10
14471,savagecroc, bazhang,2
14472,savagecroc, blkadder,5
14473,savagecroc, foggyspider,2
14474,bentinata, sky__,2
14475,bentinata, theadmin,2
14476,computerguy, bentinata,2
14477,computerguy, abdul,5
14478,barnex, Eagleman,2
14479,db56, http,2
14480,dmi, BluesKaj,4
14481,senorbusybox, Mandalord,5
14482,senorbusybox, Ben64,2
14483,senorbusybox, schnuffle,10
14484,schnuffle, Eagleman,20
14485,schnuffle, nibbler,2
14486,schnuffle, senorbusybox,9
14487,schnuffle, nextblove,3
14488,schnuffle, Note_,2
14489,schnuffle, pinkpelican,7
14490,feeshon, nextblove,3
14491,feeshon, demonio,4
14492,feeshon, Lebby,3
14493,feeshon, MonkeyDust,4
14494,laura_palmer, Diegosnat,4
14495,laura_palmer, kelvinella,5
14496,drdozer, Torch,2
14497,Rootbrian, kelvinella,3
14498,Rootbrian, _Ethan_,3
14499,Rootbrian, vitalyi,2
14500,arabi, http,4
14501,te, blim,2
14502,te, Allspark,9
14503,te, hsnmck,2
14504,te, darryl,2
14505,te, vjoe,2
14506,te, Soe1en,3
14507,te, rootbrian,2
14508,DexterF, SonikkuAmerica,3
14509,DexterF, usr13,15
14510,DexterF, ActionParsnip,2
14511,DexterF, |Anthony|,2
14512,Allspark, Pici,2
14513,Allspark, te,8
14514,Laurenceb, smb,2
14515,ejv, Allspark,2
14516,ejv, FourFire,2
14517,ejv, raven_,4
14518,ejv, gyre008,3
14519,shomon, DuncanNZ,2
14520,Geet, jrib,6
14521,Getterac7, nep1x,2
14522,Getterac7, carey_,11
14523,Getterac7, Spindel,6
14524,Getterac7, somsip,3
14525,Getterac7, chris619,4
14526,Getterac7, rypervenche,2
14527,Getterac7, Muphrid,2
14528,Getterac7, reaga,4
14529,Getterac7, claudia,6
14530,Getterac7, kunji,3
14531,hangdeadman, DJones,2
14532,riqdiiz, k1l,2
14533,reaga1, disharmonic,2
14534,carey_, Getterac7,14
14535,cakeboss, jrib,6
14536,truexfan404, Zhaboo,2
14537,orudie, ActionParsnip,9
14538,orudie, BluesKaj,8
14539,orudie, daftykins,2
14540,Gryfelhase, ActionParsnip,2
14541,awsoonn, jrib,8
14542,chichi, http,2
14543,fulcan, xmacroplay,2
14544,awsoonn_," jhutchins_wk, jrib",2
14545,awsoonn_, jhutchins_wk,2
14546,odla, jhutchins_wk,2
14547,odla, ActionParsnip,6
14548,odla, M13,7
14549,pragmaticenigma, jacobfogg,2
14550,pragmaticenigma, Torsion,3
14551,pragmaticenigma, cmj141,5
14552,pragmaticenigma, dennisn_,7
14553,pragmaticenigma, trijntje,2
14554,Netbus, cryptic,3
14555,caiotarifa, iceroot,26
14556,jonnor, xnox,2
14557,Zelouille, HonestAbe,2
14558,Zelouille, hasn-tmp,2
14559,Zelouille, xubuntu538,4
14560,Zelouille, qasim,3
14561,Zelouille, frojnd,3
14562,WalterN, koegs,10
14563,WalterN, http,3
14564,ChrisWere, Ronalds_M,4
14565,solancer, http,4
14566,therve," hazmat, https",3
14567,therve," hazmat, http",2
14568,oy," shadeslayer, https",2
14569,snele, shadeslayer,3
14570,Flygisoft, x_link,2
14571,Flygisoft, Philip5,3
14572,kamajii, Wizard,4
14573,UberDuper, shadeslayer,2
14574,gorgonizer, Timberwolf,3
14575,DavidInPerth, https,2
14576,DavidInPerth, hggdh,5
14577,Annabel, lifeless,2
14578,delldim, xrandr,2
14579,delldim, Screen 0,3
14580,ioria, holstein ,4
14581,ioria, DBoyz,8
14582,ioria, jil,3
14583,ioria, NaGel,16
14584,ioria, rigo,5
14585,ioria, sonda ,2
14586,ioria, tocarar,2
14587,ioria, utopiq,21
14588,ioria, benwalburn,2
14589,ioria, benwalburn-andro,2
14590,ioria,  cocomo,6
14591,ioria, holstein,10
14592,ioria, meet,13
14593,ioria, Midec,6
14594,ioria, remd,5
14595,ioria, meet ,4
14596,ioria, Frank_Leach,5
14597,ioria, noobatlife,4
14598,ioria, neil098,10
14599,ioria, coldpizza72i,26
14600,ioria, media-centre,2
14601,ioria, folorn,7
14602,ioria, itry,3
14603,ioria, Russian,11
14604,ioria, Russian ,2
14605,ioria, Eldrek,10
14606,ioria, alimj,2
14607,ioria, badday,3
14608,ioria, yeats,3
14609,ioria, histo,13
14610,ioria, Ben64,11
14611,jodh`, apw,2
14612,laeu, [hggdh],7
14613,laeu, http,5
14614,odalmir, hggdh,3
14615,Marcio_DNS, http,2
14616,alo21, I am fixing bug LP,2
14617,gfrog_not_bother, iGoogle,3
14618,wkai, imtxc,2
14619,Cell, bye_bye,2
14620,Cell, soiamso,6
14621,Cell, kk,3
14622,Cell, CyrusYzGTt,3
14623,Cell, ofan,4
14624,fivesheep, knownbad,13
14625,fivesheep, gebjgd,11
14626,fivesheep, ofan,17
14627,fivesheep, palomino|working,3
14628,fivesheep, pity,2
14629,fivesheep, MeaCulpa,2
14630,fivesheep, imtxc,3
14631,fivesheep, freeflyi1g,2
14632,ubuntu-co-bot, SergioMeneses,5
14633,ubuntu-co-bot, DGUERRERO,9
14634,Sysopa, k1l,2
14635,Sysopa, sdx23,2
14636,Sysopa, ppq,4
14637,Sysopa, apollo13,3
14638,Sysopa, thomas@laptop,2
14639,Sysopa, ERROR,3
14640,_mezen_, bekks,4
14641,Winnie^_, ppq,2
14642,Winnie^_, bekks,4
14643,Winnie^_, ben1u,2
14644,sash_, ultrixx,4
14645,sash_, Guest43271,3
14646,sash_, p01nt3r,5
14647,ultrixx, bekks,2
14648,ultrixx, sash_,5
14649,ultrixx, musca,2
14650,jasoncwarner, bryce,3
14651,jasoncwarner, rickspencer3,3
14652,ssss_, daftykins,2
14653,caravel, friki-linux,2
14654,n1ko, https,2
14655,n1ko, Tm_T,2
14656,n1ko, elias_a,3
14657,n1ko, np8,3
14658,n1ko, pesasa,2
14659,Flavr, jep ,2
14660,Flavr, http,2
14661,Flavr, Jep ,2
14662,Kilpuri, Flavr,2
14663,Kilpuri, 21,2
14664,Kilpuri, http,7
14665,ighea, Tm_T,2
14666,budz0r, vileni,5
14667,budz0r, Mmike,5
14668,Shin3, http,2
14669,LordFire, shin3,2
14670,drdran_is_dead, glpiana,2
14671,kimal73x, mibofra,23
14672,kimal73x, altair,20
14673,kimal73x, http,5
14674,kimal73x, enzotib,13
14675,kimal73x, jester-,6
14676,nicola_, K99Brain,2
14677,Said2, xiaoy,7
14678,Said2, xiaou,4
14679,giuseppeino_, http,6
14680,BenC, rtg,2
14681,BenC, cjwatson,2
14682,BenC, infinity,15
14683,BenC, sg20002,13
14684,BenC, xxiao,5
14685,astralBoy, http,2
14686,hyperair, micahg,5
14687,hyperair, TheLordOfTime,4
14688,p0s, blkperl,3
14689,dmfrey, https,2
14690,fmarier, ajmitch,2
14691,lorddelta, Tm_T,5
14692,lorddelta, thoonai,2
14693,Denver79,  [Raiden],4
14694,Denver79, Version,2
14695,Juslina, andol,3
14696,Juslina, realbot,6
14697,Dynamit, realubot,3
14698,Dynamit, http,9
14699,Dynamit, Peyam,3
14700,Dynamit, hplc,2
14701,elkingrey, sarnold,2
14702,elkingrey, JanC,6
14703,elkingrey, sw,16
14704,escott, http,2
14705,addisonj, xnox,2
14706,jiboumans, smoser,14
14707,Debs, SpamapS,3
14708,mete_cetin, Mehmet_,3
14709,ekolojik, sebo28,6
14710,ekolojik, command,2
14711,d3ngar, dw4tkins,2
14712,d3ngar, diplo,2
14713,d3ngar, directhex,2
14714,MCR, sil2100,5
14715,InHisName, ChinnoDog,2
14716,niceCrab, vubuntor392,7
14717,Tux|Windoof, kenny__,5
14718,Tux|Windoof, Severus_,9
14719,Tux|Windoof, http,3
14720,ubot2`, http,4
14721,ubot2`, kcoffman,2
14722,ubot2`, infinity,2
14723,drussell, Kilos,9
14724,drussell, inetpro,3
14725,zykotick9, iceroot,8
14726,zykotick9, dr_willis,7
14727,zykotick9, Hishm1,2
14728,zykotick9, b1lly,2
14729,zykotick9, west333,3
14730,zykotick9, MonkeyDust,2
14731,zykotick9, nick_h,2
14732,zykotick9, Eldrek,3
14733,zykotick9, jhutchins,2
14734,zykotick9, altker128,3
14735,zykotick9, BluesKaj,6
14736,zykotick9, newtoubuntu,6
14737,zykotick9, theseus,4
14738,zykotick9, chomps,2
14739,zykotick9, antonio__,3
14740,zykotick9, amoma,2
14741,zykotick9, drakedouay,2
14742,zykotick9, ryankask,5
14743,zykotick9, usr13_,3
14744,zykotick9, dcope,3
14745,zykotick9, pybokeh,2
14746,zykotick9, pushcx,2
14747,zykotick9, Nickelx,3
14748,zykotick9, [1]lg188,2
14749,zykotick9, BigMallet,3
14750,zykotick9, thurston,2
14751,zykotick9, awisepilot,4
14752,zykotick9, qhartman,3
14753,zykotick9, hillary,2
14754,zykotick9, jhutchins_wk,6
14755,zykotick9, Tost,3
14756,zykotick9, cocomo,2
14757,zykotick9, jinx3d,2
14758,zykotick9, zenu,2
14759,zykotick9, anon,2
14760,zykotick9, escott,2
14761,zykotick9, kevinmthomas,5
14762,zykotick9, johny-b-goode,6
14763,zykotick9, krywk,3
14764,zykotick9, roasted,7
14765,zykotick9, zerm,2
14766,zykotick9, Viral,3
14767,zykotick9, jrtappers,5
14768,zykotick9, jose106,5
14769,zykotick9, PrincessLuna,5
14770,zykotick9, CyL,5
14771,zykotick9, musetux,3
14772,mjj29, iceroot,2
14773,illidari, SolarisBoy,2
14774,Soe1en, ActionParsnip,13
14775,Soe1en, rootbrian,3
14776,rootbrian, Soe1en,3
14777,rootbrian, frustrated,4
14778,jacamol, thoonai,2
14779,kdns, Spindel,4
14780,kdns, utf2,2
14781,kdns, chris619,3
14782,kdns, Hi all ,3
14783,kdns, bsmith093,7
14784,kdns, SuperFunkyFly,3
14785,kdns, orbitwhite,4
14786,kdns, PatrickDickey,3
14787,kdns, Blkrdo,2
14788,kdns, Haematoma,13
14789,kdns, Ben64,6
14790,utf2, ActionParsnip,8
14791,utf2, http,2
14792,lahwran, ActionParsnip,3
14793,Spindel, kdns,4
14794,Spindel, somsip,4
14795,olegb, Spindel,3
14796,thec4ke, reaga,4
14797,thec4ke, krzkrz,2
14798,thec4ke, evilthought,2
14799,thec4ke, orudie,2
14800,thec4ke, univyrse,2
14801,thec4ke, WotWhere,2
14802,chris619, kdns,2
14803,chris619, Getterac7,2
14804,reaga, Getterac7,2
14805,reaga, thec4ke,3
14806,jellow, Church,2
14807,mattus, hexstatik,2
14808,Thor^^, krzkrz,6
14809,Thor^^, reaga,4
14810,unreal_, ugglan,2
14811,Snowie, zvacet,2
14812,zg, dr_willis,2
14813,goto10, dr_willis,4
14814,RJ3000, Crazy_Bird,14
14815,RJ3000, Burnt_Reynolds,2
14816,Crazy_Bird, RJ3000,16
14817,arashmousavi_, http,2
14818,minixvm, nydel,15
14819,minixvm, Pinchiukas,2
14820,minixvm, niclas,4
14821,fego, adam_8606,4
14822,fego, ActionParsnip,2
14823,adam_8606, fego,4
14824,adam_8606, slart,4
14825,nydel, minixvm,12
