,Source,Target,Weight
4786,dr_willis, PhatTony,2
4787,dr_willis, kovu,3
4788,dr_willis, arun,2
4789,dr_willis, mojtaba,4
4790,dr_willis, tanveer,2
4791,dr_willis, crazybrain,2
4792,dr_willis, ClientAlive,19
4793,dr_willis, waqarr,3
4794,dr_willis, mistere,4
4795,dr_willis, Mayazcherquoi,6
4796,dr_willis, aeon-ltd,2
4797,dr_willis, saruji,2
4798,dr_willis, sagaci,2
4799,dr_willis, qasim,2
4800,dr_willis, Jay2001,2
4801,dr_willis, ixio2,2
4802,dr_willis, hillary,10
4803,dr_willis, Noctifer,3
4804,dr_willis, zooz,6
4805,dr_willis, arcsky,3
4806,dr_willis, mvk,4
4807,dr_willis, danman1453,4
4808,dr_willis, milind,4
4809,dr_willis, genoobie,4
4810,dr_willis, bizhanMona,3
4811,dr_willis, niners,8
4812,dr_willis, slipp3d,2
4813,dr_willis, gh403,2
4814,dr_willis, scary_one,3
4815,dr_willis, bartzy,4
4816,dr_willis, JokesOnYou77,2
4817,dr_willis, Drumroll,9
4818,dr_willis, fresno,2
4819,dr_willis, Coded1,2
4820,dr_willis, janderson91z,2
4821,dr_willis, drumroll,8
4822,dr_willis, giggazilla,2
4823,dr_willis, Dr_Physicist,3
4824,dr_willis, fas,3
4825,dr_willis, molqr,4
4826,dr_willis, Jojo_,5
4827,dr_willis, karu_,2
4828,dr_willis, Adeeb,2
4829,lobhater, Mechdave,2
4830,ivotkl, http,4
4831,ivotkl, dr_willis,7
4832,ivotkl, Ben64,4
4833,ivotkl, Emanon,2
4834,ivotkl, Artemis3,6
4835,ivotkl, somsip,2
4836,ivotkl, nextblove,2
4837,ivotkl, davidhurwich,2
4838,ivotkl, Davst,3
4839,ivotkl, tct,2
4840,Philippa_, KM0201,2
4841,KM0201, Philippa_,3
4842,KM0201, gac,5
4843,El-E-Va-Tion, ActionParsnip,3
4844,Ganymede, OerHeks,3
4845,Ganymede, nazty,2
4846,Ganymede, MonkWitDaFunk,2
4847,Ganymede, beandog,6
4848,Ganymede, MonkeyDust,2
4849,Ruoyu, Success,3
4850,JC_SoCal, MoL0ToV,2
4851,JC_SoCal, rdw200169,2
4852,JC_SoCal, topper4125,2
4853,FloodBot1, Tex_Nick,2
4854,FloodBot1, XphnX,2
4855,FloodBot1, jrtappers,2
4856,FloodBot1, dr_willis,2
4857,FloodBot1, alxandra,2
4858,FloodBot1, timmy_,2
4859,FloodBot1, DangerRoss,2
4860,FloodBot1, MasterELiTe,2
4861,FloodBot1, Guest31605,2
4862,FloodBot1, FlashFire,3
4863,FloodBot1, tion,6
4864,FloodBot1, BillyZane|2,3
4865,FloodBot1, AminosAmigos,2
4866,FloodBot1, zex,2
4867,FloodBot1, hillary,3
4868,FloodBot1, replica,2
4869,FloodBot1, ikonia,2
4870,FloodBot1, linux111,2
4871,FloodBot1, cees_,2
4872,FloodBot1, waveform,3
4873,FloodBot1, weige,3
4874,FloodBot1, arun,2
4875,FloodBot1, shawn,2
4876,FloodBot1, tj___,3
4877,FloodBot1, mahesh_,2
4878,FloodBot1, justmeh,2
4879,FloodBot1, loren,2
4880,FloodBot1, genoobie,2
4881,FloodBot1, snaker,2
4882,beandog, Ganymede,9
4883,beandog, Ikline,15
4884,beandog, morfeo_81,2
4885,beandog, Castial,2
4886,beandog, spydmobile,5
4887,beandog, Rayshi,4
4888,chaospsychex, ivotkl,6
4889,chaospsychex, jagginess,6
4890,chaospsychex, beandog,2
4891,chaospsychex, topper4125,3
4892,chaospsychex, arabi,4
4893,jagginess," ivotkl, http",2
4894,lala, astropirate,2
4895,aeon-ltd, beethoven8201,2
4896,aeon-ltd, SoWhat,2
4897,aeon-ltd, Cur10u8,2
4898,aeon-ltd, jacklk,7
4899,aeon-ltd, lonnie,2
4900,aeon-ltd, sstrikE,2
4901,aeon-ltd, Sarah,2
4902,aeon-ltd, threex5,3
4903,aeon-ltd, histo,2
4904,aeon-ltd, Tecan,2
4905,aeon-ltd, cristian_c,4
4906,aeon-ltd, corenot,3
4907,aeon-ltd, todd_,3
4908,aeon-ltd, spyzer,3
4909,aeon-ltd, anonraptr,2
4910,aeon-ltd, dougl,4
4911,aeon-ltd, magpiie,3
4912,aeon-ltd, nomoney4u,2
4913,aeon-ltd, eoin_,3
4914,aeon-ltd, Joe,4
4915,aeon-ltd, saltmiser,8
4916,aeon-ltd, C4zz1dy,2
4917,aeon-ltd, escott,2
4918,aeon-ltd, zygoptera,3
4919,aeon-ltd, cebor,3
4920,aeon-ltd, juniour,2
4921,aeon-ltd, basso,2
4922,aeon-ltd, adamshumpisxxx,2
4923,aeon-ltd, RiXtEr,4
4924,mvt007geek, lobhater,2
4925,mvt007geek, PatrickDickey,2
4926,mvt007geek, infinity,6
4927,mvt007geek, http,4
4928,mvt007geek, erdnussradio,5
4929,mvt007geek, soapee01,2
4930,mvt007geek, blkadder,2
4931,mvt007geek, cfhowlett,2
4932,mvt007geek, DaemonicApathy,4
4933,mvt007geek, ActionParsnip,2
4934,mvt007geek, corenot_,2
4935,Logan_, Noskcaj,4
4936,Logan_, micahg,2
4937,cfhowlett, rhet9,2
4938,cfhowlett, Em_,20
4939,cfhowlett, dr_willis,3
4940,cfhowlett, hackibnblack,4
4941,cfhowlett, Azmuth,2
4942,cfhowlett, Guest1100101,4
4943,cfhowlett, krz,4
4944,cfhowlett, KM0201,2
4945,cfhowlett, krywk,5
4946,cfhowlett, kslater,11
4947,cfhowlett, tripelb,3
4948,cfhowlett, yaboo,2
4949,cfhowlett, lcabreza,2
4950,cfhowlett, Xabster,6
4951,cfhowlett, narcislinux,2
4952,cfhowlett, ender__,3
4953,cfhowlett, beachbrake,2
4954,cfhowlett, savio,2
4955,cfhowlett, stulluk,9
4956,cfhowlett, azazel,6
4957,cfhowlett, holstein,5
4958,cfhowlett, jabba_,2
4959,cfhowlett, Gavilan2,2
4960,cfhowlett, BOX,7
4961,cfhowlett, Bor3y_,2
4962,cfhowlett, shanbuntu,5
4963,cfhowlett, eagernewb,7
4964,cfhowlett, skooks,5
4965,cfhowlett, Fonsie,18
4966,cfhowlett, b3nj,3
4967,cfhowlett, SwashBuckla,4
4968,cfhowlett, netchip,4
4969,cfhowlett, Dayofswords,8
4970,cfhowlett, Sail,3
4971,cfhowlett, white_magic,2
4972,cfhowlett, donttrustem,5
4973,cfhowlett, ajmera,2
4974,cfhowlett, Gorilla_No_Baka,16
4975,cfhowlett, endra,4
4976,cfhowlett, sh3llc0d3r,2
4977,cfhowlett, Creed,18
4978,cfhowlett, mgedmin,5
4979,cfhowlett, skillico,4
4980,cfhowlett, bkc_,5
4981,cfhowlett, Rosenzweig,2
4982,cfhowlett, Kaligary,26
4983,cfhowlett, Marzz,2
4984,cfhowlett, BlackDalek,4
4985,cfhowlett, TheRoot,4
4986,cfhowlett, troop,2
4987,cfhowlett, sigurding,4
4988,cfhowlett, sw0rdfish,6
4989,cfhowlett, Emanon,3
4990,cfhowlett, BluesKaj,2
4991,cfhowlett, gpled,2
4992,cfhowlett, tekkbuzz,2
4993,cfhowlett, jomaxro,2
4994,cfhowlett, coolBunny,5
4995,cfhowlett, sargennto,2
4996,cfhowlett, I440r,15
4997,cfhowlett, Hrakleaz,4
4998,cfhowlett, lemonsparrow,7
4999,cfhowlett, Kowalczyk,5
5000,cfhowlett, nicolenicole,2
5001,cfhowlett, arabi,7
5002,cfhowlett, raven,2
5003,cfhowlett, anon123253467,2
5004,cfhowlett, Len-nb,12
5005,cfhowlett, Ikillcypjer,5
5006,cfhowlett, raphzthename,12
5007,cfhowlett, Hanmac_,3
5008,cfhowlett, xiaoy,2
5009,cfhowlett, linocisco,5
5010,cfhowlett, roguewriter,2
5011,cfhowlett, fantus,7
5012,cfhowlett, jirido,2
5013,cfhowlett, Junior,2
5014,cfhowlett, meet,12
5015,cfhowlett, wildc4rd,8
5016,cfhowlett, Zeu5_,2
5017,cfhowlett, TomyLaptop,2
5018,cfhowlett, aFeijo,2
5019,cfhowlett, meet_,2
5020,cfhowlett, sherlockh,2
5021,cfhowlett, VictorCL,3
5022,cfhowlett, abgeek,2
5023,cfhowlett, jjgalvez__,2
5024,cfhowlett, keshav,2
5025,cfhowlett, gribouille,2
5026,cfhowlett, ElixirVitae,4
5027,cfhowlett, magik_,2
5028,cfhowlett, Ben64,2
5029,cfhowlett, raven_,5
5030,cfhowlett, cousteau,2
5031,average_drifter, jagginess,2
5032,average_drifter, MK`,14
5033,average_drifter, dr_willis,5
5034,average_drifter, bazhang,2
5035,average_drifter, elky,3
5036,average_drifter, misterno,3
5037,average_drifter, kylescottmcgill,6
5038,average_drifter, yacks,2
5039,kylescottmcgill, dr_willis,4
5040,kylescottmcgill, ElectricPrism,5
5041,kylescottmcgill, blackline2,3
5042,kylescottmcgill, Azmuth,5
5043,kylescottmcgill, blackline,4
5044,kylescottmcgill, alazare619,5
5045,kylescottmcgill, wachpwn,6
5046,kylescottmcgill, Jordan_U,2
5047,kylescottmcgill, Basil1x,3
5048,kylescottmcgill, socrates_johnson,3
5049,kylescottmcgill, mega1,3
5050,kylescottmcgill, PeterJCLaw,2
5051,kylescottmcgill, WeThePeople,6
5052,kylescottmcgill, devnull_,4
5053,kylescottmcgill, dulio,4
5054,kylescottmcgill, anth0ny,6
5055,kylescottmcgill, ukebane,12
5056,kylescottmcgill, MaximB,2
5057,kylescottmcgill, apt-get_install,3
5058,kylescottmcgill, Miebster1,3
5059,kylescottmcgill, dfgas,2
5060,kylescottmcgill, BluesKaj,2
5061,kylescottmcgill, bahamas,4
5062,kylescottmcgill, cande,4
5063,kylescottmcgill, ZenMasta,9
5064,kylescottmcgill, lessshaste,4
5065,kylescottmcgill, Steve132,2
5066,kylescottmcgill, rhinux,2
5067,kylescottmcgill, jrtappers,22
5068,kylescottmcgill, Dj_FlyBy,4
5069,kylescottmcgill, nearst,4
5070,kylescottmcgill, Sach,3
5071,kylescottmcgill, mrmcgibby,8
5072,kylescottmcgill, ElysiumNet,2
5073,kylescottmcgill, bakis_,2
5074,kylescottmcgill, frooh,6
5075,kylescottmcgill, nemos,13
5076,kylescottmcgill, john_555,2
5077,kylescottmcgill, ankur,2
5078,kylescottmcgill, yousaf_,7
5079,kylescottmcgill, MonkeyDust,3
5080,kylescottmcgill, michael_2,3
5081,kylescottmcgill, xxkoncyxx,3
5082,kylescottmcgill, zwirc,2
5083,kylescottmcgill, Owiec,3
5084,kylescottmcgill, Nekura,5
5085,kylescottmcgill, bekks,3
5086,kylescottmcgill, troop,12
5087,kylescottmcgill, blaz_,2
5088,kylescottmcgill, DarkPrince946,9
5089,kylescottmcgill, Regretfulone,3
5090,kylescottmcgill, dniMretsaM,3
5091,kylescottmcgill, jamin,3
5092,kylescottmcgill, dariebi,3
5093,kylescottmcgill, thufir_,3
5094,kylescottmcgill, poincare101,2
5095,kylescottmcgill, dpurgert,2
5096,kylescottmcgill, VlanX,2
5097,kylescottmcgill, EndUserX,3
5098,kylescottmcgill, kantlivelong,2
5099,kylescottmcgill, doctor_how,11
5100,kylescottmcgill, delphinas,3
5101,kvothetech, Unguided,2
5102,kvothetech, marz,4
5103,kvothetech, friendy,11
5104,kvothetech, TLoT,4
5105,kvothetech, Catbuntu,2
5106,kvothetech, MonkeyDust,2
5107,Em_, cfhowlett,7
5108,Em_, Muphrid,11
5109,Em_, @Muphrid,2
5110,Em_, theadmin,6
5111,Em_, bekks,7
5112,theadmin, Em_,12
5113,theadmin, dr_willis,5
5114,theadmin, john___,2
5115,theadmin, topper4125,4
5116,theadmin, ElectricPrism,2
5117,theadmin, gotwig,4
5118,theadmin, mokujin,2
5119,theadmin, pats_Toms,2
5120,theadmin, ztgu,2
5121,theadmin, nima__,2
5122,theadmin, digitalfiz,4
5123,theadmin, jiwan,2
5124,theadmin, zeffe,2
5125,theadmin, badfinger,5
5126,theadmin, fedor,3
5127,theadmin, Quest,6
5128,theadmin, nazty,4
5129,theadmin, darryl,2
5130,theadmin, jil,12
5131,theadmin, sogeking99,2
5132,theadmin, Redi,2
5133,theadmin, Third3ye,3
5134,theadmin, Miebster,2
5135,theadmin, Tellmarch,2
5136,theadmin, gunn,6
5137,theadmin, exiff,8
5138,theadmin, becker_11,3
5139,theadmin, jrib,2
5140,theadmin, jesswf,6
5141,theadmin, BluesKaj,5
5142,theadmin, Problem,2
5143,theadmin, lantizia,3
5144,theadmin, craigbass1976,4
5145,theadmin, bentinata,2
5146,theadmin, ikonia,2
5147,theadmin, Lectus,2
5148,theadmin, andreb,8
5149,theadmin, manjunath,2
5150,theadmin, addi,3
5151,theadmin, MySelf_,3
5152,theadmin, zombiejim,13
5153,theadmin, k1l,3
5154,theadmin, rdsm,3
5155,theadmin, kyo,2
5156,theadmin, aeon-ltd,2
5157,theadmin, _raven,2
5158,theadmin, afotek,8
5159,theadmin, Guest60313,5
5160,theadmin, Aziroshin,4
5161,theadmin, Alocer,2
5162,theadmin, antonio_,13
5163,theadmin, djQuery,7
5164,theadmin, ioria,4
5165,theadmin, Mrokii,3
5166,theadmin, megha,2
5167,theadmin, badday,2
5168,theadmin, Styler2go,8
5169,theadmin, mario__,3
5170,theadmin, jetter,4
5171,theadmin, pixie_dust,9
5172,theadmin, Ben64,6
5173,theadmin, Guido1,23
5174,theadmin, Tex_Nick,3
5175,theadmin, nooob,2
5176,theadmin, kdns,3
5177,topper4125, https,4
5178,topper4125, http,2
5179,topper4125, pablum,2
5180,topper4125, chaospsychex,4
5181,topper4125, isasha,3
5182,topper4125, Lady_Aleena,3
5183,ElectricPrism, topper4125,14
5184,ElectricPrism, Catbuntu,2
5185,ElectricPrism, kylescottmcgill,8
5186,ElectricPrism, MeanEYE,3
5187,ElectricPrism, Q,3
5188,ElectricPrism, IdleOne,2
5189,ElectricPrism, ActionParsnip,2
5190,Catbuntu, http,4
5191,morfeo_81, <jhutchins_wk,2
5192,morfeo_81, <ActionParsnip>,2
5193,morfeo_81, <ubuntu-tester>,2
5194,morfeo_81, <ubuntu-tester> ,2
5195,morfeo_81, http,4
5196,morfeo_81, llutz,3
5197,morfeo_81, usr13,5
5198,morfeo_81, <dpurgert>,2
5199,auronandace, Cantide,2
5200,auronandace, liamnorris123185,2
5201,auronandace, mgedmin,2
5202,auronandace, chaospsychex,2
5203,auronandace, maequise,2
5204,auronandace, vect0r,4
5205,auronandace, DrDiegoDeLaVega,2
5206,auronandace, xxkoncyxx,2
5207,auronandace, alhirzel,2
5208,auronandace, anders2_,2
5209,auronandace, Nirvash,2
5210,auronandace, Raju,2
5211,auronandace, Godfather_,3
5212,auronandace, Narel,2
5213,auronandace, Tex_Nick,3
5214,auronandace, FRO5T,3
5215,auronandace, pentarex,3
5216,auronandace, nabblet,3
5217,auronandace, qualia,9
5218,auronandace, Patyh,6
5219,auronandace, trewe,2
5220,auronandace, pinkpelican,2
5221,auronandace, wagle,5
5222,auronandace, joie,2
5223,auronandace, klawd,3
5224,auronandace, invariant,3
5225,auronandace, inverse,2
5226,auronandace, antonio_,2
5227,auronandace, niners,4
5228,auronandace, beachbrake,2
5229,auronandace, famax8,4
5230,auronandace, antonio__,2
5231,auronandace, famax8bis,8
5232,auronandace, LIDH,5
5233,auronandace, sam555,4
5234,auronandace, capitaninsaneoh,3
5235,auronandace, Naphatul,4
5236,auronandace, bibi23,2
5237,auronandace, Knight2000,14
5238,auronandace, TomyLobo,3
5239,auronandace, FrantiK,2
5240,tenX, Emanon,14
5241,tenX, Cong,3
5242,Emanon, tenX,2
5243,Emanon, http,6
5244,Emanon, kelvinella,5
5245,Emanon, davidhurwich,2
5246,Emanon, Tex_Nick,3
5247,Emanon, Cloaky,2
5248,Emanon, AndreaUbuntu,4
5249,Emanon, sevenforall,2
5250,Emanon, alo21,2
5251,Emanon, qwery,2
5252,Emanon, jayar,2
5253,Emanon, Azmuth,2
5254,llutz, loganrun,4
5255,llutz, jrtappers,2
5256,llutz, elky,3
5257,llutz, blackline,15
5258,llutz, jhutchins_wk,3
5259,llutz, DrCode,4
5260,llutz, taofd,2
5261,llutz, magma,4
5262,llutz, thegrid,5
5263,llutz, nomike,2
5264,llutz, dr_willis,2
5265,llutz, raven,5
5266,llutz, Virunga,3
5267,llutz, Robbilie,2
5268,llutz, Ycarene,3
5269,llutz, TomyLaptop,2
5270,llutz, atjehcyber,4
5271,llutz, phill_,4
5272,llutz, VictorCL,2
5273,llutz, bentinata,3
5274,llutz, mr_lou,3
5275,llutz, savagecroc,10
5276,llutz, thealmand,7
5277,llutz, Eagleman,13
5278,llutz, thoonai,2
5279,llutz, ChronicleX,2
5280,llutz, diverdude,16
5281,llutz, Lebby,6
5282,llutz, Aufwind,8
5283,llutz, mansoor-s,4
5284,llutz, _joey,2
5285,llutz, ophuk,4
5286,llutz, angs,3
5287,llutz, noiro,2
5288,llutz, DX099,3
5289,llutz, MonkeyDust,2
5290,llutz, ActionParsnip,4
5291,llutz, thebananafish,3
5292,llutz, jsmonkey_,3
5293,llutz, littlebearz,5
5294,llutz, usr13,7
5295,llutz, kenperkins,3
5296,llutz, imacake,2
5297,llutz, sogeking99,2
5298,llutz, hilo,5
5299,llutz, billybob000,4
5300,llutz, sekou,2
5301,llutz, morfeo_81,3
5302,llutz, Corny_,2
5303,llutz, pranav,4
5304,llutz, Note,4
5305,llutz, note_,30
5306,llutz, deadmund,2
5307,llutz, Sail,4
5308,llutz, rigo,2
5309,llutz, mojtaba,2
5310,llutz, dbrom_,2
5311,llutz, mathi,2
5312,llutz, ddosantos,7
5313,llutz, bilel,3
5314,llutz, mike160,2
5315,llutz, jolaren,7
5316,llutz, adamlis,2
5317,llutz, Jojo_,2
5318,Night-hacks, Azmuth,2
5319,Azmuth, Night-hacks,2
5320,Azmuth, kylescottmcgill,2
5321,Azmuth, Emanon,3
5322,Azmuth, ActionParsnip,2
5323,Azmuth, BluesKaj,3
5324,Azmuth, DaemonicApathy,2
5325,mangdood_, blackline2,2
5326,mangdood_, Azmuth,2
5327,Eagleman, nibbler,3
5328,Eagleman, jrib,2
5329,krz, MonkeyDust,3
5330,krz, ActionParsnip,7
5331,JPMH, Emanon,3
5332,JPMH, StanDarsh,5
5333,JPMH, malefiku,19
5334,JPMH, Hans-Martin,10
5335,JPMH, gotwig,4
5336,JPMH, graingert,11
5337,iceroot, Emanon,3
5338,iceroot, Apachez,4
5339,iceroot, angs,2
5340,iceroot, Gnea,6
5341,iceroot, MarchHare,2
5342,iceroot, apecaesar,2
5343,iceroot, tymnet,2
5344,iceroot, zirpu,2
5345,iceroot, adfk,7
5346,iceroot, jrib,19
5347,iceroot, moncapitane,2
5348,iceroot, F3Speech,8
5349,iceroot, Freeder,7
5350,iceroot, sneezer,2
5351,iceroot, kesor,17
5352,iceroot, wuq,2
5353,iceroot, ichat,2
5354,iceroot, LambdaMutt_,5
5355,iceroot, jacklk,2
5356,iceroot, ameeth,2
5357,iceroot, und3rgr0undz3r0,4
5358,iceroot, Ikillcypjer,21
5359,iceroot, xiaoy,5
5360,iceroot, raphzthename,4
5361,iceroot, jjgalvez__,3
5362,iceroot, Glacer232,2
5363,iceroot, mladoux,11
5364,iceroot, wdp,2
5365,iceroot, blahblahblahblah,2
5366,iceroot, caiotarifa,35
5367,iceroot, Ben64,2
5368,iceroot, KxTwo,4
5369,iceroot, KsM,9
5370,iceroot, zykotick9,11
5371,iceroot, jnix,10
5372,iceroot, Chris154,2
5373,iceroot, rigo,4
5374,iceroot, BillyZane|2,6
5375,iceroot, LiquidDemocracy,4
5376,iceroot, escott,25
5377,iceroot, shaka_,5
5378,iceroot, apn,4
5379,iceroot, evilthought,11
5380,iceroot, Sri19,2
5381,iceroot, circle,2
5382,iceroot, ActionParsnip,7
5383,iceroot, ccc,10
5384,iceroot, terminhell,4
5385,iceroot, jlulu,5
5386,iceroot, mLux,2
5387,iceroot, meet,4
5388,iceroot, AndChat504,7
5389,iceroot, hackeron,2
5390,iceroot, zvacet,2
5391,iceroot, kunji1,20
5392,iceroot, nearst,8
5393,iceroot, Eagleman,2
5394,iceroot, quinn_,3
5395,iceroot, Mr_Cool59,6
5396,iceroot, skp1_,2
5397,iceroot, wupeng,2
5398,iceroot, pinkpelican,5
5399,iceroot, catphish,5
5400,iceroot, bibi23,2
5401,iceroot, dr_willis,6
5402,iceroot, newbie300,8
5403,iceroot, infinity,5
5404,iceroot, ogra_,2
5405,iceroot, lauratika,3
5406,iceroot, pranav,2
5407,iceroot, histo,8
5408,iceroot, Devlin,6
5409,iceroot, ikonia,13
5410,iceroot, OerHeks,2
5411,iceroot, PatrickDickey,3
5412,iceroot, Guest87940,5
5413,iceroot, mathi_,2
5414,iceroot, mpajor_op5,8
5415,iceroot, MonkeyDust,4
5416,iceroot, fujoor,3
5417,iceroot, jeff4_,3
5418,iceroot, AStorm|work,2
5419,iceroot, deathofbox,3
5420,iceroot, Pinkamena_D,4
5421,iceroot, soahccc,3
5422,iceroot, ampalaya,2
5423,iceroot, __Hackuin__,3
5424,iceroot, riply,4
5425,iceroot, ShapeShifter499,5
5426,iceroot, apos,5
5427,iceroot, bianca,2
5428,iceroot, dpurgert,8
5429,iceroot, bean,3
5430,iceroot, ezrafree,4
5431,iceroot, thetinyjesus,19
5432,iceroot, cjae,2
5433,iceroot, tjbiddle,6
5434,iceroot, Cryovat,7
5435,iceroot, WeThePeople,3
5436,iceroot, BarkingFish,7
5437,iceroot, kkerwin,2
5438,iceroot, ArchRatio,4
5439,iceroot, vmachine,8
5440,iceroot, david__,2
5441,iceroot, TomyLobo,3
5442,iceroot, disharmonic,2
5443,iceroot, Kaleo,3
5444,iceroot, eric_hungern,6
5445,iceroot, MishaX2,4
5446,iceroot, dkam,2
5447,iceroot, liquid-silence,9
5448,iceroot, [1]lg188,2
5449,iceroot, dogears,8
5450,iceroot, hillary,11
5451,iceroot, arcsky,14
5452,iceroot, ClientAlive,3
5453,iceroot, wasanzy,3
5454,iceroot, danman1453,4
5455,iceroot, Guest23204,2
5456,iceroot, jhutchins_wk,5
5457,iceroot, kunji,3
5458,iceroot, Tost,14
5459,iceroot, thechef,7
5460,iceroot, np8,8
5461,iceroot, jnhghy,3
5462,iceroot, fas,15
5463,iceroot, WhiteRook,12
5464,iceroot, fedor,4
5465,iceroot, timfrost,2
5466,iceroot, Italyne,4
5467,iceroot, inhies,5
5468,iceroot, Gabri,5
5469,iceroot, heshanh,12
5470,iceroot, alcuadrado,2
5471,iceroot, Triups,16
5472,iceroot, BluPhenix316,17
5473,ThinkT510, Emanon,2
5474,ThinkT510, stef1a,8
5475,ThinkT510, ramtina,2
5476,ThinkT510, krz,3
5477,ThinkT510, kslater,7
5478,ThinkT510, mohawk,2
5479,ThinkT510, TheLordOfTime,3
5480,ThinkT510, chanakya,3
5481,ThinkT510, nabblet,20
5482,ThinkT510, Will123456,4
5483,ThinkT510, hays,3
5484,ThinkT510, Benkinooby2,2
5485,ThinkT510, NielsMkn,3
5486,ThinkT510, KylieBrooks,2
5487,ThinkT510, mathi,15
5488,ThinkT510, assenga,2
5489,ThinkT510, AngryBird,2
5490,ThinkT510, wachpwnski,2
5491,ThinkT510, seel,14
5492,ThinkT510, rjagathe,4
5493,ThinkT510, sybariten,5
5494,ThinkT510, ikonia,2
5495,ThinkT510, TarantulaFudge,2
5496,ThinkT510, tripelb,3
5497,ThinkT510, Starlight_,2
5498,ThinkT510, Nytician,8
5499,ThinkT510, nullby7e,3
5500,ThinkT510, nonix4,2
5501,ThinkT510, torrem,2
5502,ThinkT510, matanc,10
5503,ThinkT510, justsome1,3
5504,ThinkT510, megha,2
5505,ThinkT510, RB2,6
5506,ThinkT510, Xeology,2
5507,ThinkT510, ShawnRisk,3
5508,ThinkT510, Beluga,3
5509,ThinkT510, itry,5
5510,ThinkT510, rohitkav,2
5511,ThinkT510, freshkernals,3
5512,ThinkT510, LastElemental,7
5513,ThinkT510, Richiie,2
5514,ThinkT510, IceGuest_75,2
5515,ThinkT510, Shogoot,2
5516,ThinkT510, qwebirc58753,3
5517,ThinkT510, kovu,4
5518,ThinkT510, gonzojive,2
5519,ThinkT510, aguitel,4
5520,ThinkT510, Stefan91,5
5521,ThinkT510, AStorm|work,3
5522,ThinkT510, deathofbox,2
5523,ThinkT510, Wiz_KeeD,6
5524,ThinkT510, JerusalemT,3
5525,ThinkT510, njd001,3
5526,ThinkT510, kesi,3
5527,ThinkT510, crawln,2
5528,ThinkT510, akSeya,3
5529,ThinkT510, muszek,2
5530,ThinkT510, cristian_c,7
5531,ThinkT510, Annette01,2
5532,ThinkT510, raddy_,4
5533,ThinkT510, erupter,2
5534,ThinkT510, wildNBK,7
5535,ThinkT510, TomyLobo,3
5536,ThinkT510, mangoix,3
5537,ThinkT510, sote,5
5538,ThinkT510, vulte,3
5539,ThinkT510, bilel,2
5540,ThinkT510, disharmonic,2
5541,ThinkT510, hamstermar,3
5542,ThinkT510, blbrown_win3,3
5543,ThinkT510, misfit,2
5544,ThinkT510, JPeterson,16
5545,ThinkT510, jrtappers,3
5546,ThinkT510, LiThiuME3,3
5547,ThinkT510, BigMallet,2
5548,ThinkT510, spab,2
5549,ThinkT510, elliot-666,2
5550,ThinkT510, AminosAmigos,2
5551,ThinkT510, Coffeecoco,2
5552,ThinkT510, qasim,9
5553,ThinkT510, hillary,4
5554,ThinkT510, wasanzy,13
5555,ThinkT510, beowulf2,2
5556,ThinkT510, Wug,6
5557,ThinkT510, chris_,2
5558,ThinkT510, drhead,3
5559,ThinkT510, Anubie,2
5560,ThinkT510, Guest84473,2
5561,ThinkT510, agrestringere,11
5562,ThinkT510, Bubo,2
5563,ThinkT510, zilkomaa,7
5564,ThinkT510, l057c0d3r,5
5565,ThinkT510, phoenixsampras,6
5566,ThinkT510, histo,2
5567,ThinkT510, ahungry,2
5568,ThinkT510, guide_X,2
5569,ThinkT510, skorpio,3
5570,ThinkT510, Aknot,2
5571,ThinkT510, jimmy_lo,6
5572,ThinkT510, heshanh,2
5573,ThinkT510, a_c_m,2
5574,ThinkT510, madaramost,2
5575,ThinkT510, ggherdov,4
5576,stef1a, ThinkT510,4
5577,lotuspsychje, jhansonxi,2
5578,lotuspsychje, soahccc,3
5579,lotuspsychje, Russian_,2
5580,ramtina, ThinkT510,2
5581,ramtina, MonkeyDust,2
5582,ewook, MonkWitDaFunk,2
5583,ewook, hR13,3
5584,ewook, MarkusDBX,2
5585,ewook, arcsky,2
5586,ewook, einand,11
5587,ewook, larsemil,2
5588,ewook, David-A,2
5589,ewook, jrib,2
5590,yfi, pero_p,2
5591,yfi, Pip,2
5592,srhb, repozitor,16
5593,srhb, PatrickDickey,3
5594,kslater, cfhowlett,4
5595,kslater, dr_willis,3
5596,kslater, devnull_,5
5597,kslater, WeThePeople,2
5598,kslater, katarakt,2
5599,kslater, tqrst,2
5600,kslater, ActionParsnip,3
5601,kslater, daftykins,2
5602,usr13, kslater,7
5603,usr13, blno,2
5604,usr13, joako,23
5605,usr13, easy_err,9
5606,usr13, brendan_,2
5607,usr13, jrtappers,5
5608,usr13, Kuhrect,12
5609,usr13, SailorMoon,5
5610,usr13, Robbilie,5
5611,usr13, davidhurwich,4
5612,usr13, Graymayre,15
5613,usr13, wuq,39
5614,usr13, suku,4
5615,usr13, folorn,3
5616,usr13, b3nj,100
5617,usr13, cdavis,3
5618,usr13, leonardpop,2
5619,usr13, Quest,3
5620,usr13, bekks,6
5621,usr13, nanobolic,3
5622,usr13, malik_,15
5623,usr13, Aeyoun,4
5624,usr13, set_killer,2
5625,usr13, ti89breh,3
5626,usr13, speedmastery,4
5627,usr13, altin,4
5628,usr13, thomedy,4
5629,usr13, ztgu,2
5630,usr13, ciphered,2
5631,usr13, SuperLag,2
5632,usr13, memand,4
5633,usr13, dr_willis,8
5634,usr13, meet,11
5635,usr13, domie,3
5636,usr13, meet_,4
